WochenDatum,Loginname,ProjektCode,PlanMinuten,IstMinuten
3/5/2018 12:00:00 AM,vmi0385,COL-BEDAG-SP-BRIDGE,240,0
4/9/2018 12:00:00 AM,vmi0385,COL-BEDAG-SP-BRIDGE,240,0
4/2/2018 12:00:00 AM,vmi0385,COL-BEDAG-SP-BRIDGE,240,0
3/26/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,0
3/19/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,0
3/12/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,0
3/5/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,15
2/26/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,300
4/2/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,0
4/2/2018 12:00:00 AM,roho,COL-GRID-SWME-W&S,120,0
3/12/2018 12:00:00 AM,roho,COL-GRID-SWME-W&S,360,0
3/5/2018 12:00:00 AM,roho,COL-GRID-SWME-W&S,360,30
4/9/2018 12:00:00 AM,sat0376,COL-GRID-SWME-W&S,120,0
4/2/2018 12:00:00 AM,sat0376,COL-GRID-SWME-W&S,120,0
4/9/2018 12:00:00 AM,nba0266,COL-GRID-SWME-W&S,480,0
4/9/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-W&S,120,0
3/19/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-W&S,360,0
3/26/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-W&S,360,0
3/12/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-W&S,360,0
3/5/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-W&S,360,0
4/9/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
4/2/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
3/19/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
3/26/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
3/12/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
2/26/2018 12:00:00 AM,tbu0328,COL-GRID-SWME-KA,480,0
3/5/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-FF2018,480,0
3/19/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-FF2018,480,0
3/26/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-FF2018,480,0
4/9/2018 12:00:00 AM,mra0299,COL-INSEL-TUMEXT2018,1440,0
4/2/2018 12:00:00 AM,mra0299,COL-INSEL-TUMEXT2018,1440,0
3/26/2018 12:00:00 AM,mra0299,COL-INSEL-TUMEXT2018,1440,0
3/5/2018 12:00:00 AM,mra0299,COL-INSEL-TUMEXT2018,240,0
3/19/2018 12:00:00 AM,mra0299,COL-INSEL-TUMEXT2018,1440,0
2/26/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,15
3/5/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,30
3/19/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,0
3/12/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,0
3/26/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,0
4/2/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,0
4/9/2018 12:00:00 AM,cis0344,COL-INSEL-TUMEXT2018,240,0
2/26/2018 12:00:00 AM,tlu0327,COL-BLS-BZDB,480,0
4/2/2018 12:00:00 AM,tlu0327,COL-BLS-BZDB,480,0
3/26/2018 12:00:00 AM,rb0184,EBU-SWTV-QDB-BENCHMARK,960,0
4/2/2018 12:00:00 AM,rb0184,EBU-SWTV-QDB-BENCHMARK,960,0
3/19/2018 12:00:00 AM,rb0184,EBU-SWTV-QDB-BENCHMARK,960,0
3/12/2018 12:00:00 AM,rb0184,EBU-SWTV-QDB-BENCHMARK,960,0
3/5/2018 12:00:00 AM,rb0184,EBU-SWTV-QDB-BENCHMARK,480,0
3/5/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,1440,0
3/12/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,1200,0
3/19/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,1200,0
3/26/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,1200,0
4/2/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,1200,0
4/9/2018 12:00:00 AM,mre0321,EBU-SWTV-QDB-BENCHMARK,960,0
2/26/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-BE2018,480,690
3/5/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-BE2018,480,0
3/19/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-BE2018,480,0
4/2/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-BE2018,480,0
3/26/2018 12:00:00 AM,tlu0327,COL-RUAG-IKTV-BE2018,480,0

